Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number
06/05/2015 11:15:00 AM,Volkswagen,Silver,V857621,Illinois,5919.0,S,TROY,ST,3215,W,60TH STREET,,Other,15-02491620
06/05/2015 11:00:00 AM,Oldsmobile,Red,V846208,Illinois,2700.0,S,SB OUTER LAKE SHORE,DR,3000,S,FT DEARBORN DR,,Broken Down,15-02491131
06/05/2015 10:40:00 AM,Ford,Gray,S380966,Illinois,5113.0,W,CULLOM,AVE,4256,N,LECLAIRE,,Water Management,15-02490527
06/05/2015 10:30:00 AM,Honda,Maroon,6251C,Arizona,3828.0,N,BROADWAY,,1120,W,IRVING PARK,,CDOT Electricity,15-02490515
06/05/2015 10:25:00 AM,Saturn,Black,E384037,Illinois,1156.0,,CALIFORNIA,,930,N,MOZART,,Other,15-02490433
06/05/2015 10:00:00 AM,Ford,Green,8199361,Illinois,3836.0,N,DRAKE,AVE,3835,N,DRAKE,,Forestry,15-02491043
06/05/2015 09:43:00 AM,Ford,Silver,K275371,Illinois,6729.0,S,CHAPPEL,AVE,2101,E,67TH,,Water Management,15-02489382
06/05/2015 09:40:00 AM,Toyota,Gray,C360251,Illinois,6048.0,W,DAKIN,ST,6047,W,DAKIN,,Peoples Gas,15-02489165
06/05/2015 09:35:00 AM,Dodge,Maroon,866DKT,Wisconsin,1759.0,N,ROCKWELL,ST,1847,N,ROCKWELL,,Other,15-02489078
06/05/2015 09:33:00 AM,Infiniti/M30,Red,6050862,Illinois,2034.0,E,69TH,ST,2031,E,69TH,,Water Management,15-02489381
06/05/2015 09:25:00 AM,Mitsubishi,Tan,V682420,Illinois,2122.0,N,HAMLIN,AVE,2107,N,HAMLIN,,Forestry,15-02491042
06/05/2015 09:15:00 AM,Toyota,Black,E813058,Illinois,2341.0,N,MONTICELLO,AVE,2333,N,MONTICELLO,,Forestry,15-02491041
06/05/2015 09:10:00 AM,Chevrolet,Black,G354902,Illinois,4311.0,S,SPAULDING,AVE,3257,W,43RD STREET,,Water Management,15-02488493
06/05/2015 08:50:00 AM,Ford,Blue,E708377,Illinois,2355.0,N,HAMLIN,AVE,2345,N,HAMLIN,,Forestry,15-02491040
06/05/2015 08:48:00 AM,Infiniti/M30,Black,H979539,Illinois,4743.0,W,SHAKESPEARE,AVE,2129,N,CICERO,,Other,15-02489164
06/05/2015 08:37:00 AM,Honda,Black,S125608,Illinois,615.0,E,42ND,ST,4204,S,LANGLEY,,CDOT 50/50 Sidewalk,15-02487504
06/05/2015 08:35:00 AM,Volkswagen,Black,E158538,Illinois,865.0,W,ROSCOE,ST,900,W,CORNELIA,,CDOT Street Resurfacing,15-02488666
06/05/2015 08:29:00 AM,Ford,White,U18567,Illinois,617.0,E,42ND,ST,4216,S,LANGLEY,,CDOT 50/50 Sidewalk,15-02487505
06/05/2015 08:15:00 AM,Subaru,Black,E507123,Illinois,917.0,W,ROSCOE,ST,900,W,NEWPORT,,CDOT Street Resurfacing,15-02488454
06/05/2015 08:10:00 AM,Toyota,White,P993813,Illinois,2700.0,W,46TH,ST,2703,W,45TH STREET,,Other,15-02487707
06/05/2015 07:55:00 AM,Honda,Gray,V138859,Illinois,4609.0,S,FAIRFIELD,AVE,2703,W,45TH STREET,,Other,15-02487594
06/05/2015 07:30:00 AM,Honda,Silver,K540947,Illinois,4646.0,S,RICHMOND,ST,3057,W,46TH STREET,,Other,15-02487453
06/05/2015 07:02:00 AM,Nissan,Gray,R594752,Illinois,1200.0,N,NB OUTER LAKE SHORE,DR,100,E,LASALLE,,Broken Down,15-02485761
06/05/2015 06:47:00 AM,Toyota,Silver,V287391,Illinois,44.0,E,43RD,ST,4258,S,WABASH,,Other,15-02485985
06/05/2015 06:30:00 AM,Chevrolet,Silver,306AKL,Indiana,150.0,N,NB OUTER LAKE SHORE,DR,500,E,RANDOLPH,,Broken Down,15-02485739
06/05/2015 01:10:00 AM,Jeep - Year Greater 1988,Black,S863796,Illinois,932.0,W,WEED,ST,934,W,WEED,,Stalled,15-02483984
06/05/2015 12:15:00 AM,Ford,Green,933R335,Illinois,6237.0,S,PRAIRIE,AVE,6027,S,CALUMET,,Film Office,15-02483681
06/05/2015 12:05:00 AM,Ford,Black,E469150,Illinois,6030.0,S,CALUMET,AVE,6031,S,CALUMET,,Film Office,15-02483680
06/05/2015 12:00:00 AM,,,,,6119.0,N,HAMILTON,AVE,6109,N,HAMILTON,,,15-02491039
06/05/2015 12:00:00 AM,,,,,816.0,W,ROSCOE,ST,,,,,,15-02491237
06/05/2015 12:00:00 AM,,,,,842.0,W,ROSCOE,ST,,,,,,15-02491929
06/05/2015 12:00:00 AM,,,,,6721.0,N,GREENVIEW,AVE,,,,,,15-02493517
06/05/2015 12:00:00 AM,,,,,3530.0,S,WENTWORTH,AVE,,,,,,15-02501396
06/05/2015 12:00:00 AM,,,,,910.0,W,ROSCOE,ST,,,,,,15-02489455
06/05/2015 12:00:00 AM,,,,,920.0,W,ROSCOE,ST,,,,,,15-02488757
06/05/2015 12:00:00 AM,,,,,900.0,W,ROSCOE,ST,,,,,,15-02490502
06/05/2015 12:00:00 AM,,,,,819.0,W,ROSCOE,ST,,,,,,15-02492139
06/04/2015 11:55:00 PM,Acura,Silver,L344490,Illinois,7100.0,S,SOUTH SHORE,DR,7000,S,SOUTH SHORE,,Broken Down,15-02461037
06/04/2015 11:00:00 PM,Honda,Tan,S396220,Illinois,322.0,,NORTH AVE,,1605,N,ROCKWELL,,Fire,15-02483146
06/04/2015 10:45:00 PM,Honda,Silver,9842832,Illinois,1900.0,S,LAKE SHORE,,1800,S,LAKESHORE,,Accident,15-02482637
06/04/2015 07:41:00 PM,Nissan,Beige,N939336,Illinois,4300.0,S,SB OUTER LAKE SHORE,DR,4631,S,CORNELL,,Stalled,15-02479137
06/04/2015 06:57:00 PM,Chevrolet,Gray,E283864,Illinois,1600.0,S,LAKE SHORE,DR,300,E,LOWER WACKER,,Stalled,15-02479136
06/04/2015 06:10:00 PM,Toyota,Red,S834515,Illinois,4310.0,W,NORTH,AVE,4318,W,NORTH AVE,,Broken Down,15-02477328
06/04/2015 05:25:00 PM,Mercedes,Silver,H971240,Illinois,5200.0,N,NB OUTER LAKE SHORE,DR,750,W,FOSTER DRIVE,,Broken Down,15-02476038
06/04/2015 03:30:00 PM,Bmw,Gray,S246293,Illinois,1000.0,S,LAKE SHORE,DR,350,E,LOWER WACKER DRIVE,,Accident,15-02473838
06/04/2015 01:45:00 PM,Toyota,Silver,496ZUZ,Connecticut,175.0,N,FRANKLIN,ST,350,E,WACKER DRIVE LOWER LEVEL,,Peoples Gas,15-02472451
06/04/2015 01:12:00 PM,Toyota,Silver,9156658,Illinois,175.0,N,FRANKLIN,ST,350,E,WACKER DRIVE LOWER LEVEL,,Peoples Gas,15-02472065
06/04/2015 12:55:00 PM,Kia Motors Corp,White,P127332,Illinois,1.0,N,LOWER WACKER,DR,300,E,LOWER WACKER,,Accident,15-02471932
06/04/2015 12:15:00 PM,Kia Motors Corp,Black,N188124,Illinois,1129.0,W,SCHOOL,ST,3300,N,CLIFTON,,CDOT Street Resurfacing,15-02470774
06/04/2015 12:10:00 PM,Volkswagen,Black,S761738,Illinois,35.0,E,WACKER,DR,400,E,WACKER DRIVE LOWER LEVEL,,Accident,15-02471119
06/04/2015 11:40:00 AM,Honda,Black,201S389,Illinois,3937.0,N,NEW ENGLAND,AVE,3922,N,NEW ENGLAND,,Forestry,15-02472153
06/04/2015 11:10:00 AM,Chevrolet,Gray,109816,Illinois,7330.0,S,VERNON,AVE,7338,S,VERNON,,Water Management,15-02469660
06/04/2015 10:53:00 AM,Volvo,Maroon,A932649,Illinois,1420.0,W,BELLE PLAINE,AVE,1412,W,BELLE PLAINE,,Other,15-02470773
06/04/2015 10:50:00 AM,Infiniti/M30,Black,S231394,Illinois,1000.0,S,HALSTED,ST,400,E,WACKER DRIVE LOWER,,Accident,15-02468686
06/04/2015 10:45:00 AM,Honda,White,E312491,Illinois,6534.0,N,OLIPHANT,AVE,6520,N,OLIPHANT,,Other,15-02468345
06/04/2015 10:38:00 AM,Ford,Black,D476LD,Indiana,4110.0,N,MEADE,AVE,4057,N,MEADE,,Other,15-02468351
06/04/2015 10:33:00 AM,General Motors Corp.,Black,MILAMXI,Illinois,7610.0,S,PEORIA,ST,7648,S,PEORIA,,Film Office,15-02468397
06/04/2015 10:30:00 AM,Volkswagen,Silver,E865973,Illinois,4116.0,N,MEADE,AVE,4105,N,MEADE,,Other,15-02468350
06/04/2015 10:29:00 AM,Saturn,White,ALLIAMI,Illinois,7602.0,S,PEORIA,ST,7636,S,PEORIA,,Film Office,15-02468396
06/04/2015 10:16:00 AM,Nissan,Gray,700-PKT,Minnesota,1041.0,W,GRACE,ST,1107,W,GRACE,,Other,15-02467590
06/04/2015 10:13:00 AM,Ford,White,977R155,Illinois,6233.0,S,TROY,ST,3232,W,60TH,,CDOT Street Resurfacing,15-02468684
06/04/2015 10:10:00 AM,Toyota,Gray,CRW91,Illinois,1043.0,W,GRACE,ST,939,W,GRACE,,Other,15-02467588
06/04/2015 10:01:00 AM,Ford,White,R137053,Illinois,6231.0,S,TROY,ST,6001,S,SAWYER,,CDOT Street Resurfacing,15-02468605
06/04/2015 10:00:00 AM,Ford,Gray,R130505,Illinois,1950.0,S,HOYNE,AVE,1843,S,DAMEN,,CDOT Street Resurfacing,15-02467648
06/04/2015 09:50:00 AM,Lexus,Black,V728335,Illinois,44.0,E,WASHINGTON,ST,350 E LOWER WACKER (ISLAND),E,LOWER WACKER DR (ISLAND),,Broken Down,15-02482055
06/04/2015 09:48:00 AM,Chevrolet,Blue,N777845,Illinois,6257.0,S,TROY,ST,3245,W,60TH,,CDOT Street Resurfacing,15-02468399
06/04/2015 09:45:00 AM,Honda,Black,FJN8147,Ohio,1906.0,S,HOYNE,AVE,1841,S,DAMEN,,CDOT Street Resurfacing,15-02467497
06/04/2015 09:38:00 AM,Bmw,Black,V950165,Illinois,3838.0,N,BROADWAY,,559,W,MONTROSE,,Other,15-02466880
06/04/2015 09:38:00 AM,Pontiac,Silver,P117768,Illinois,6235.0,S,TROY,ST,3243,W,60TH,,CDOT Street Resurfacing,15-02468334
06/04/2015 09:30:00 AM,Dodge,Gray,T478004,Illinois,3017.0,N,KENNETH,AVE,3101,N,KENNETH,,Water Management,15-02467039
06/04/2015 09:27:00 AM,Acura,Silver,E868672,Illinois,1506.0,N,KEDZIE,AVE,3206,W,LEMOYN,,Other,15-02466746
06/04/2015 09:27:00 AM,Buick,Black,E388314,Illinois,6212.0,S,TROY,ST,3241,W,60TH,,CDOT Street Resurfacing,15-02468286
06/04/2015 09:27:00 AM,Ford,Blue,R873063,Illinois,15.0,E,69TH,ST,73,E,69TH STREET,,Peoples Gas,15-02466727
06/04/2015 09:22:00 AM,Chevrolet,Blue,168106EN,Illinois,1501.0,N,KEDZIE,AVE,3201,W,LEMOYN,,Other,15-02466745
06/04/2015 09:20:00 AM,Buick,Tan,V948965,Illinois,600.0,N,NB OUTER LAKE SHORE,DR,1647,N,LASALLE,,Broken Down,15-02466682
06/04/2015 09:15:00 AM,Chevrolet,Blue,N302467,Illinois,800.0,S,WABASH,AVE,400,E,WACKER DRIVE LOWER LEVEL,,Accident,15-02466239
06/04/2015 09:15:00 AM,Honda,Silver,R168204,Illinois,3323.0,W,SCHUBERT,AVE,3341,W,SCHUBERT,,Forestry,15-02467693
06/04/2015 09:10:00 AM,Chevrolet,Gray,5750551,Illinois,3324.0,W,SCHUBERT,AVE,3341,W,SCHUBERT,,Forestry,15-02467692
06/04/2015 09:10:00 AM,Honda,Blue,V670764,Illinois,1401.0,N,KEDZIE,AVE,3202,W,LEMOYN,,Other,15-02466744
06/04/2015 09:05:00 AM,Chrysler,White,E532561,Illinois,3324.0,W,SCHUBERT,AVE,3340,W,SCHUBERT,,Forestry,15-02467691
06/04/2015 08:57:00 AM,Mitsubishi,Black,E279565,Illinois,5818.0,S,HOMAN,AVE,5832,S,TRUMBULL,,CDOT Street Resurfacing,15-02466439
06/04/2015 08:55:00 AM,Ford,Gray,E913622,Illinois,3324.0,W,SCHUBERT,AVE,3340,W,SCHUBERT,,Forestry,15-02467690
06/04/2015 08:50:00 AM,Chevrolet,Red,V827526,Illinois,5806.0,S,HOMAN,AVE,5928,S,HOMAN,,CDOT Street Resurfacing,15-02466365
06/04/2015 08:50:00 AM,Ford,Blue,K986440,Illinois,5125.0,W,CULLOM,AVE,5201,W,CULLOM,,Water Management,15-02465951
06/04/2015 08:50:00 AM,(Unlisted Manufacturer),White,2391TX,Illinois,800.0,S,WABASH,AVE,400,E,WACKER DRIVE LOWER LEVEL,,Accident,15-02466238
06/04/2015 08:40:00 AM,Chevrolet,Silver,SSE209,Illinois,877.0,N,HERMITAGE,AVE,867,N,HERMITAGE,,Police,15-02465372
06/04/2015 08:40:00 AM,Ford,Silver,S380966,Illinois,5126.0,W,CULLOM,AVE,5027,W,CULLOM,,Water Management,15-02465950
06/04/2015 08:37:00 AM,Chevrolet,Black,E571083,Illinois,8520.0,S,PARNELL,AVE,8547,S,PARNELL,,Forestry,15-02465431
06/04/2015 08:35:00 AM,Ford,Gray,KJ7Z4R,Missouri,3904.0,N,BERNARD,ST,3434,W,BYRON,,Forestry,15-02467689
06/04/2015 08:25:00 AM,Jeep - Year Greater 1988,Black,G368955,Illinois,1152.0,W,20TH,PL,2103,S,MAY,,Water Management,15-02465736
06/04/2015 08:25:00 AM,Toyota,Black,V287470,Illinois,922.0,N,PAULINA,ST,918,N,PAULINA,,Other,15-02465371
06/04/2015 08:20:00 AM,Ford,White,M163466,Illinois,350.0,E,LOWER WACKER,DR,3100,S,SACRAMENTO,,Broken Down,15-02465990
06/04/2015 08:10:00 AM,Nissan,Maroon,PJZ2507,Georgia,929.0,N,PAULINA,ST,863,N,HERMITAGE,,Other,15-02465370
06/04/2015 08:00:00 AM,Toyota,Beige,R147249,Illinois,925.0,N,PAULINA,ST,1649,W,WALTON,,Other,15-02465369
06/04/2015 07:57:00 AM,Chevrolet,Black,179S026 TEMPORARY,Illinois,6200.0,S,CHAMPLAIN,AVE,659,E,62ND STREET,,Water Management,15-02464375
06/04/2015 07:51:00 AM,Ford,Silver,E143721,Illinois,6245.0,S,CHAMPLAIN,AVE,6307,S,CHAMPLAIN,,Water Management,15-02464374
06/04/2015 07:40:00 AM,Kia Motors Corp,Red,X317148,Illinois,3625.0,N,ST LOUIS,AVE,3604,N,ST LOUIS,,Forestry,15-02467688
06/04/2015 07:40:00 AM,Toyota,White,161TX,Illinois,540.0,N,RUSH,ST,300,E,LOWER WACKER,,Accident,15-02463326
06/04/2015 07:21:00 AM,Dodge,Green,E690252,Illinois,6154.0,S,CHAMPLAIN,AVE,659,E,62ND STREET,,Water Management,15-02464373
06/04/2015 07:19:00 AM,Chevrolet,Red,E392876,Illinois,9500.0,S,STONY ISLAND,AVE,8900,S,STONEY ISLAND,,Broken Down,15-02465989
06/04/2015 07:16:00 AM,Ford,White,HRT3 US,Illinois,6153.0,S,CHAMPLAIN,AVE,603,E,62ND STREET,,Water Management,15-02464372
06/04/2015 07:15:00 AM,Honda,White,X662318,Illinois,58.0,W,WASHINGTON,ST,111,N,DEARBORN,,Broken Down,15-02463295
06/04/2015 12:10:00 AM,Honda,Gray,Y813424,Illinois,849.0,W,76TH ST FORD CITY,ER,7541,S,HALSTED,,Film Office,15-02461093
06/04/2015 12:00:00 AM,,,,,320.0,E,18TH,ST,,,,,,15-02468914
06/04/2015 12:00:00 AM,,,,,1850.0,,BISHOP,,,,,,,15-02470040
06/04/2015 12:00:00 AM,,,,,5134.0,W,CULLOM,AVE,,,,,,15-02465949
06/04/2015 12:00:00 AM,,,,,1158.0,W,20TH,PL,,,,,,15-02465889
06/04/2015 12:00:00 AM,,,,,1857.0,S,HOYNE,AVE,,,,,,15-02467723
06/03/2015 11:55:00 PM,Ford,Gray,R993922,Illinois,852.0,W,76TH ST FORD CITY,ER,7545,S,MORGAN,,Film Office,15-02461004
06/03/2015 08:15:00 PM,Toyota,Red,4740 TX,Illinois,1300.0,N,NB OUTER LAKE SHORE,DR,350,E,LOWER WACKER DRIVE,,Broken Down,15-02458196
06/03/2015 07:05:00 PM,Toyota,Silver,NE4544,Illinois,2900.0,S,LAKE SHORE,,3100,S,COTTAGE GROVE,,Stalled,15-02456443
06/03/2015 05:11:00 PM,Chrysler,Silver,CFD1061,Michigan,2100.0,S,SB OUTER LAKE SHORE,,300,E,LOWER WACKER DRIVE,,Accident,15-02453477
06/03/2015 03:45:00 PM,Toyota,Red,4WPC885,California,521.0,W,ROSCOE,ST,588,W,HAWTHORNE PLACE,,Other,15-02451595
06/03/2015 03:30:00 PM,Acura,Blue,V549233,Illinois,509.0,W,ROSCOE,ST,580,W,HAWTHORNE PLACE,,Other,15-02451395
06/03/2015 03:10:00 PM,Ford,White,9HLJ49,Michigan,521.0,W,ROSCOE,ST,451,W,MONTROSE DRIVE,,Other,15-02451344
06/03/2015 02:50:00 PM,Honda,Silver,1290266,Illinois,853.0,W,EASTMAN,ST,748,W,SCOTT,,Film Office,15-02449660
06/03/2015 02:45:00 PM,Oldsmobile,Red,123S243,Illinois,2105.0,N,LAKEWOOD,AVE,1150,N,LARRABEE,,Police,15-02449489
06/03/2015 02:44:00 PM,Chevrolet,Tan,L436205,Illinois,851.0,W,EASTMAN,ST,836,W,EASTMAN,,Film Office,15-02449659
06/03/2015 02:10:00 PM,Pontiac,Burgundy,S39 6627,Illinois,849.0,W,EASTMAN,ST,1130,N,CROSBY,,Film Office,15-02448723
06/03/2015 02:00:00 PM,Ford,White,M163466,Illinois,333.0,S,STATE,ST,400,E,WACKER DRIVE LOWER LEVEL,,Broken Down,15-02448373
06/03/2015 12:27:00 PM,Nissan,Gold,R463778,Illinois,4262.0,N,ELSTON,AVE,4252,N,SPRINGFIELD,,Other,15-02446513
06/03/2015 12:10:00 PM,Jeep - Year Greater 1988,Black,L477511,Illinois,3470.0,N,SB OUTER LAKE SHORE,DR,3710,N,RECREATION,,Broken Down,15-02446666
06/03/2015 11:40:00 AM,Buick,Gold,501LDO,Indiana,2633.0,N,SPRINGFIELD,AVE,2635,N,SPRINGFIELD,,Other,15-02445718
06/03/2015 11:40:00 AM,Pontiac,Silver,P865181,Illinois,3550.0,N,SB OUTER LAKE SHORE,DR,3700,N,RECREATION,,Broken Down,15-02445544
06/03/2015 11:30:00 AM,Chevrolet,White,R530937,Illinois,2902.0,N,ELSTON,AVE,2968,N,ELSTON,,CDOT 50/50 Sidewalk,15-02445326
06/03/2015 10:55:00 AM,Volvo,Silver,S377410,Illinois,4049.0,N,LEAMINGTON,AVE,5038,W,BELLE PLAINE,,Water Management,15-02444456
06/03/2015 10:47:00 AM,Kia Motors Corp,White,S769266,Illinois,5814.0,S,DR MARTIN LUTHER KING JR,DR,5814,S,DR.MARTINLUTHERKINGDRIVE,,Peoples Gas,15-02444180
06/03/2015 10:35:00 AM,Subaru,Blue,E960156,Illinois,300.0,W,ONTARIO,ST,350,E,LOWER WACKER,,Accident,15-02444384
06/03/2015 10:35:00 AM,Subaru,Silver,E515542,Illinois,1800.0,S,MICHIGAN,AVE,1808,S,MICHIGAN,,Accident,15-02444036
06/03/2015 10:25:00 AM,Toyota,Black,9179525,Illinois,103.0,N,FRANKLIN,ST,350,E,WACKER DRIVE LOWER LEVEL,,Peoples Gas,15-02443820
06/03/2015 10:22:00 AM,Honda,Blue,R451217,Illinois,2536.0,W,BERWYN,AVE,5307,N,ROCKWELL,,Peoples Gas,15-02443371
06/03/2015 10:17:00 AM,Toyota,Beige,E578259,Illinois,5303.0,N,ROCKWELL,ST,2520,W,BERWYN,,Peoples Gas,15-02443372
06/03/2015 09:58:00 AM,Chevrolet,Black,CPJJ08,Florida,3847.0,S,STATE,ST,3727,S,STATE,,Other,15-02442735
06/03/2015 09:55:00 AM,Toyota,Tan,V512149,Illinois,2416.0,N,SAWYER,AVE,2420,N,SAWYER,,Forestry,15-02445306
06/03/2015 09:52:00 AM,Ford,Black,CLA6339,Michigan,3845.0,S,STATE,ST,3731,S,STATE,,Other,15-02442734
06/03/2015 09:51:00 AM,Mazda,Blue,1302326,Illinois,9730.0,S,INDIANA,AVE,100,E,97TH,,Water Management,15-02442675
06/03/2015 09:50:00 AM,Ford,Green,1BM1536,Alabama,2263.0,W,COULTER,ST,2457,S,OAKLEY,,CDOT Street Resurfacing,15-02442369
06/03/2015 09:45:00 AM,Saturn,Gray,L457327,Illinois,2415.0,N,SAWYER,AVE,2420,N,SPAULDING,,Forestry,15-02445305
06/03/2015 09:45:00 AM,Toyota,Blue,UG4VOM,Missouri,3539.0,N,GREENVIEW,AVE,3534,N,GREENVIEW,,CDOT Speed Humps,15-02442190
06/03/2015 09:35:00 AM,Dodge,Black,3502768,Illinois,2111.0,W,COULTER,ST,2304,W,24,,CDOT Street Resurfacing,15-02442368
06/03/2015 09:35:00 AM,Pontiac,Black,Y723746,Illinois,340.0,W,43RD,ST,356,W,43RD,,Other,15-02442733
06/03/2015 09:28:00 AM,Hyundai,Silver,E623946,Illinois,746.0,E,90TH,ST,720,E,90TH,,Water Management,15-02441838
06/03/2015 09:22:00 AM,Honda,Black,FBW5693,Ohio,1236.0,W,BARRY,AVE,3040,N,LAKEWOOD,,Other,15-02441532
06/03/2015 09:21:00 AM,Nissan,Silver,3BB9451,Maryland,1803.0,N,WHIPPLE,ST,1812,N,WHIPPLE,,CDOT Street Resurfacing,15-02441668
06/03/2015 09:15:00 AM,,,,,2042.0,W,COULTER,ST,2306,W,21,,CDOT Street Resurfacing,15-02442367
06/03/2015 09:10:00 AM,General Motors Corp.,Maroon,1128072,Illinois,4935.0,W,RICE,ST,4911,W,IOWA,,Other,15-02441467
06/03/2015 09:10:00 AM,Toyota,Gray,E501239,Illinois,2521.0,N,SACRAMENTO,AVE,2519,N,SACRAMENTO,,Forestry,15-02445304
06/03/2015 09:07:00 AM,Honda,Gray,CRU2,Ohio,1300.0,W,WELLINGTON,AVE,1322,W,WELLINGTON,,Water Management,15-02441036
06/03/2015 09:03:00 AM,Isuzu,Black,D970965,Illinois,1928.0,S,JEFFERSON,ST,1923,S,JEFFERSON,,Water Management,15-02441246
06/03/2015 09:00:00 AM,Range Rover Of North America,Red,K116033,Illinois,1600.0,S,LAKE SHORE,DR,420,E,MCFETRIDGE,,Broken Down,15-02441061
06/03/2015 09:00:00 AM,Volkswagen,Silver,G821002,Illinois,1439.0,N,KEDZIE,AVE,1445,N,KEDZIE,,CDOT Curb and Gutter,15-02441711
06/03/2015 08:57:00 AM,Acura,White,E726260,Illinois,5157.0,S,KOLIN,AVE,5143,S,KOLIN,,Peoples Gas,15-02440970
06/03/2015 08:55:00 AM,Acura,Gray,V754754,Illinois,4929.0,W,RICE,ST,824,N,LAWLER,,Other,15-02441466
06/03/2015 08:45:00 AM,Chevrolet,White,E712762,Illinois,4919.0,W,RICE,ST,847,N,LAWLER,,Other,15-02441465
06/03/2015 08:39:00 AM,Honda,Black,A558793,Illinois,4357.0,S,HOMAN,AVE,3441,W,44TH,,CDOT Street Resurfacing,15-02440574
06/03/2015 08:30:00 AM,Mazda,Green,Y718633,Illinois,5600.0,S,SB OUTER LAKE SHORE,DR,5700,S,COLUMBIA DR,,Broken Down,15-02440200
06/03/2015 08:27:00 AM,Toyota,Gray,E777672,Illinois,4344.0,S,HOMAN,AVE,3410,W,44TH,,CDOT Street Resurfacing,15-02440492
06/03/2015 08:20:00 AM,Buick,Black,WEGIV10,Illinois,4845.0,W,RICE,ST,846,N,LAMON,,Other,15-02441464
06/03/2015 08:20:00 AM,Ford,White,999R549 TEMPORARY,Illinois,5650.0,S,ARTESIAN,AVE,2448,W,56TH STREET,,Water Management,15-02439940
06/03/2015 08:20:00 AM,Nissan,Gray,9380920,Illinois,3735.0,N,BROADWAY,,563,W,MONTROSE,,CDOT Street Resurfacing,15-02439826
06/03/2015 08:15:00 AM,Mazda,Gray,L641363,Illinois,1951.0,W,MELROSE,ST,2002,W,MELROSE,,Forestry,15-02445303
06/03/2015 08:07:00 AM,Jeep - Year Greater 1988,Silver,A496263,Illinois,1000.0,S,LAKE SHORE,DR,300,E,LOWER WACKER DRIVE,,Stalled,15-02457497
06/03/2015 08:05:00 AM,Buick,Green,V150064,Illinois,4937.0,W,RICE,ST,805,N,LAVERGNE,,Other,15-02441463
06/03/2015 07:37:00 AM,Chevrolet,White,A441881,Illinois,3747.0,W,58TH,PL,3709,W,58TH PLACE,,Water Management,15-02438574
06/03/2015 07:33:00 AM,Pontiac,Blue,R405772,Illinois,3759.0,W,58TH,PL,3715,W,58TH PLACE,,Water Management,15-02438573
06/03/2015 07:29:00 AM,Pontiac,Gray,L762281,Illinois,3750.0,W,58TH,PL,3703,W,58TH PLACE,,Water Management,15-02438572
06/03/2015 06:35:00 AM,Mercury,Tan,R475384,Illinois,1000.0,N,NB OUTER LAKE SHORE,DR,100,E,LASALLE,,Broken Down,15-02437238
06/03/2015 12:00:00 AM,,,,,1158.0,W,OAKDALE,AVE,,,,,,15-02439671
06/03/2015 12:00:00 AM,,,,,337.0,N,MASON,AVE,,,,,,15-02445705
06/03/2015 12:00:00 AM,,,,,1501.0,N,KEDZIE,AVE,,,,,,15-02443851
06/03/2015 12:00:00 AM,,,,,2153.0,W,18TH,,,,,,,15-02442366
06/03/2015 12:00:00 AM,,,,,4549.0,N,CENTRAL PARK,AVE,,,,,,15-02445302
06/03/2015 12:00:00 AM,,,,,4708.0,,JACKSON,,,,,,,15-02444766
06/03/2015 12:00:00 AM,,,,,1447.0,N,KEDZIE,AVE,,,,,,15-02441856
06/02/2015 11:45:00 PM,Saturn,Red,S106343,Illinois,800.0,N,SB OUTER LAKE SHORE,DR,350,E,WACKER,,Other,15-02434948
06/02/2015 10:45:00 PM,Dodge,Blue,E398619,Illinois,500.0,S,NB OUTER LAKE SHORE,,350,E,WACKER,,Broken Down,15-02434269
06/02/2015 09:50:00 PM,Volkswagen,White,SGRDOL,Illinois,119.0,W,HUBBARD,ST,350,E,LOWER WACKER DRIVE,,Water Management,15-02433442
06/02/2015 08:45:00 PM,Mercedes,Black,S255735,Illinois,155.0,E,LAKE,ST,350,E,LOWER WACKER DRIVE,,Accident,15-02432184
06/02/2015 07:01:00 PM,Bmw,Gray,SNYDRND,Illinois,2200.0,N,NB OUTER LAKE SHORE,DR,2400,N,CANNON,,Accident,15-02430978
06/02/2015 05:42:00 PM,Saturn,Silver,P715207,Illinois,1200.0,S,WABASH,AVE,1209,S,WABASH,,Stalled,15-02430977
06/02/2015 05:40:00 PM,Dodge,Purple,5699021,Illinois,77.0,E,MADISON,ST,350,E,LOWER WACKER DRIVE,,Broken Down,15-02428017
06/02/2015 05:30:00 PM,Honda,Burgundy,S829761,Illinois,24.0,N,WELLS,ST,400,E,LOWER WACKER DR-OUTSIDE THE POUND AT THE ISLAND,,Broken Down,15-02428134
06/02/2015 05:28:00 PM,,,,Tennessee,100.0,S,LAKE SHORE,DR,1200,S,WABASH,,Stalled,15-02430976
06/02/2015 05:20:00 PM,Bmw,Gray,P572444,Illinois,40.0,W,HURON,ST,38,W,HURON STREET,,Accident,15-02427398
06/02/2015 05:00:00 PM,Mercedes,Black,E379431,Illinois,5600.0,N,SB OUTER LAKE SHORE,DR,6700,S,JEFFREY,,Broken Down,15-02426877
06/02/2015 04:35:00 PM,Dodge,Blue,P677801,Illinois,403.0,S,MICHIGAN,AVE,245,S,COLUMBUS,,Broken Down,15-02428002
